Date,ADS,ALV,BAS,BAYN,BEI,BMW,CON,DAI,DBK,LHA,DTE,FRE,FME,HEI,HEN3,LIN,MRK,MUV2,RWE,SAP,SIE,TKA,VOW3
,Consumer Discretionary,Financials,Materials,Healthcare,Consumer Staples,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Financials,Consumer Discretionary,Communications,Healthcare,Healthcare,Materials,Consumer Staples,Materials,Healthcare,Financials,Utilities,Technology,"Industrial, electronics",Industrials,VOW3
2003-02-13,12.0024785995483,33.0979614257812,6.9317364692688,9.10675239562988,19.1323871612549,12.2037401199341,9.79696273803711,13.5407285690308,16.7441558837891,4.93273973464966,4.75788545608521,4.13332986831665,8.46193981170654,18.2913665771484,11.4283332824707,14.8919725418091,7.5865478515625,40.9377136230469,10.5427885055542,15.5982217788696,20.833179473877,5.85973405838013,15.0434761047363
2003-02-14,12.3425464630127,35.152660369873,7.2743067741394,9.48264026641846,19.0456829071045,13.3259220123291,10.1460590362549,14.3121652603149,17.616247177124,5.0298171043396,5.06987762451172,4.24333000183106,8.67659091949463,17.4355945587158,11.8953123092651,15.2487764358521,7.73912477493286,44.4544258117676,10.9158239364624,15.1238918304443,21.951171875,5.95638847351074,15.5657329559326
2003-02-17,12.1664705276489,36.5389595031738,7.35466051101685,10.0586385726929,18.8838386535645,13.6116638183594,10.1532039642334,14.4593458175659,18.4185600280762,5.11475944519043,5.03087711334229,4.12777996063232,8.54351234436035,17.6026020050049,11.8385171890259,15.4297714233398,7.63646984100342,45.0279655456543,10.8176765441895,15.5672082901001,22.0593509674072,6.01075649261475,15.4351663589478
2003-02-18,12.1906385421753,38.0836944580078,7.36946249008179,10.1010894775391,19.3635959625244,13.4765863418579,10.2102346420288,14.6166791915894,17.9650802612305,5.11475944519043,5.04257917404175,4.12777996063232,8.63796138763428,17.9365425109863,11.8637590408325,15.6055793762207,6.79323768615723,46.9850425720215,10.9010972976685,15.9229545593262,22.9910163879395,6.07116746902466,15.8743257522583
2003-02-19,12.062894821167,36.0438499450684,7.16222953796387,9.56150150299072,18.7759246826172,12.9103002548218,10.0249271392822,13.9975004196167,17.1583919525146,5.09049034118652,4.54728984832764,4.1388897895813,8.42331027984619,17.9365425109863,11.8132762908936,15.155707359314,6.68505907058716,44.5148048400879,10.478967666626,15.4613962173462,21.9331226348877,6.03492212295532,15.6013164520264
2003-02-20,12.318380355835,35.0041351318359,7.09879207611084,9.37962818145752,18.7624568939209,12.6453380584717,10.0249271392822,13.8604698181152,16.7441558837891,5.0298171043396,4.38739395141602,4.10889005661011,8.4061861038208,16.7677135467529,11.7817239761353,14.6489686965942,6.88755798339844,43.1513824462891,10.5869607925415,15.5416641235352,21.6866855621338,5.99867582321167,15.5894384384155
2003-02-21,12.6014804840088,35.316047668457,7.18972063064575,9.59785079956055,18.6892280578613,13.320728302002,9.97504711151123,14.3121652603149,16.9272727966309,4.93880701065064,4.48879241943359,4.1111102104187,8.30317306518555,16.9068202972412,11.9394874572754,14.974760055542,6.96801424026489,44.1726837158203,10.9943695068359,15.5890951156616,22.2997722625732,5.87785720825195,16.3609390258789
2003-02-24,12.3718919754028,33.9644050598145,6.94442415237427,8.66414070129395,18.7528038024902,13.00901222229,9.80410861968994,14.2106599807739,16.4084033966064,4.73251724243164,4.23919773101807,4.32000017166138,8.48769378662109,16.5590076446533,11.8763799667358,14.1163673400879,6.93471574783325,42.7992057800293,10.6655101776123,15.6529531478882,21.7287406921387,5.70775842666626,16.3015956878662
2003-02-25,12.1958160400391,32.4048118591309,7.02266550064087,7.46365594863892,18.5254688262939,13.00901222229,9.89672470092773,14.0380992889404,15.7848300933838,4.59903717041016,3.97400403022766,4.42667007446289,8.97056007385254,16.148458480835,11.6870679855347,13.2063274383545,6.91251754760742,40.6509513854981,9.98818778991699,14.9505767822266,21.1276874542236,5.50615930557251,16.0523471832275
2003-02-26,12.062894821167,31.4740085601807,6.93596601486206,7.06349182128906,18.2942657470703,12.3128414154053,9.71856594085693,13.8046436309814,15.6365699768066,4.45948839187622,4.00520372390747,4.41777992248535,8.77741241455078,15.5222730636597,11.6239643096924,13.2114686965942,6.51862049102783,40.0975341796875,9.39916515350342,14.7590188980103,21.3200359344482,5.0714635848999,15.4589290618896
